사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,사상자합계
2022100800100441,2022년 10월 8일 16시,토요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,36세,상해없음,승용,여,31세,상해없음,0.0068
2022101000100050,2022년 10월 10일 05시,월요일,세종특별자치시 도담동,경상사고,0,0,2,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,승용,남,46세,부상신고,0.0169
2022101000100060,2022년 10월 10일 07시,월요일,세종특별자치시 부강면,경상사고,0,0,3,0,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,56세,경상,승용,여,45세,경상,0.020399999999999998
2022101000100072,2022년 10월 10일 08시,월요일,세종특별자치시 전의면,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,52세,사망,,,,,1.0
2022101000100311,2022년 10월 10일 16시,월요일,세종특별자치시 나성동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,여,21세,상해없음,승용,여,39세,경상,0.0272
2022101100100053,2022년 10월 11일 06시,화요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,흐림,단일로 - 기타,특수,남,57세,상해없음,승용,남,26세,부상신고,0.0033
2022101100100250,2022년 10월 11일 11시,화요일,세종특별자치시 전동면,사망사고,1,0,0,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,사륜오토바이(ATV),남,84세,사망,승용,남,55세,상해없음,1.0
2022101100100316,2022년 10월 11일 13시,화요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,46세,상해없음,자전거,남,66세,부상신고,0.0033
2022101200100084,2022년 10월 12일 07시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,안개,교차로 - 교차로안,이륜,남,75세,경상,승용,남,50세,상해없음,0.0068
2022101200100085,2022년 10월 12일 07시,수요일,세종특별자치시 부강면,중상사고,0,7,2,0,차대차 - 기타,안전운전불이행,젖음/습기,안개,단일로 - 기타,승합,남,70세,중상,건설기계,남,66세,상해없음,0.8311999999999999
2022101200100086,2022년 10월 12일 07시,수요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,58세,상해없음,보행자,여,17세,부상신고,0.0033
2022101200100570,2022년 10월 12일 19시,수요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차량단독 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승합,남,46세,상해없음,,,,,0.1168
2022101200100621,2022년 10월 12일 21시,수요일,세종특별자치시 나성동,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,46세,경상,,,,,0.0068
2022101300100090,2022년 10월 13일 07시,목요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,70세,상해없음,승용,남,38세,경상,0.0068
2022101300100091,2022년 10월 13일 07시,목요일,세종특별자치시 연기면,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,35세,상해없음,승용,남,37세,경상,0.0136
2022101300100179,2022년 10월 13일 09시,목요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,여,78세,경상,보행자,여,66세,상해없음,0.0068
2022101300100475,2022년 10월 13일 17시,목요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,42세,상해없음,자전거,여,28세,중상,0.1168
2022101300100476,2022년 10월 13일 17시,목요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,14세,상해없음,자전거,여,36세,경상,0.0068
2022101300100478,2022년 10월 13일 17시,목요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,24세,경상,0.0068
2022101400100043,2022년 10월 14일 05시,금요일,세종특별자치시 금남면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,승용,남,63세,경상,0.0068
2022101400100249,2022년 10월 14일 12시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승용,여,41세,경상,0.0068
2022101400100373,2022년 10월 14일 15시,금요일,세종특별자치시 한솔동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,여,9세,부상신고,0.0033
2022101400100655,2022년 10월 14일 21시,금요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,22세,중상,승용,남,53세,기타불명,0.1168
2022101400100656,2022년 10월 14일 21시,금요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,자전거,남,12세,부상신고,0.0033
2022101500100086,2022년 10월 15일 08시,토요일,세종특별자치시 소담동,중상사고,0,1,1,0,차대차 - 추돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,화물,남,51세,경상,0.1236
2022101500100360,2022년 10월 15일 15시,토요일,세종특별자치시 연서면,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,30세,경상,승용,남,39세,상해없음,0.0068
2022101500100441,2022년 10월 15일 17시,토요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,승용,남,52세,부상신고,0.0033
2022101500100493,2022년 10월 15일 18시,토요일,세종특별자치시 부강면,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,화물,남,60세,중상,화물,남,56세,경상,0.1236
2022101500100551,2022년 10월 15일 20시,토요일,세종특별자치시 나성동,경상사고,0,0,6,0,차대차 - 추돌,안전운전불이행,건조,기타,교차로 - 교차로안,화물,남,55세,경상,승용,남,45세,경상,0.040799999999999996
2022101500100552,2022년 10월 15일 20시,토요일,세종특별자치시 가람동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,52세,상해없음,보행자,여,54세,중상,0.1168
2022101600100038,2022년 10월 16일 02시,일요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,33세,상해없음,이륜,남,22세,중상,0.1168
2022101600100079,2022년 10월 16일 06시,일요일,세종특별자치시 소정면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,20세,상해없음,승용,여,50세,경상,0.0068
2022101800100076,2022년 10월 18일 07시,화요일,세종특별자치시 연동면,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,승용,남,31세,경상,0.0068
2022101800100077,2022년 10월 18일 07시,화요일,세종특별자치시 고운동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,34세,경상,승용,남,51세,경상,0.0272
2022101800100133,2022년 10월 18일 08시,화요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,승합,남,52세,상해없음,0.0068
2022101800100258,2022년 10월 18일 12시,화요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,80세,상해없음,보행자,여,72세,경상,0.0068
2022101800100455,2022년 10월 18일 16시,화요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,자전거,남,83세,중상,0.1168
2022101800100490,2022년 10월 18일 17시,화요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,49세,상해없음,승용,여,42세,부상신고,0.0033
2022101800100491,2022년 10월 18일 17시,화요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승용,여,24세,부상신고,0.0033
2022101800100671,2022년 10월 18일 22시,화요일,세종특별자치시 고운동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,43세,상해없음,승용,여,65세,경상,0.0136
2022101900100016,2022년 10월 19일 01시,수요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,이륜,남,53세,중상,0.1168
2022101900100133,2022년 10월 19일 08시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,남,4세,경상,0.0068
2022101900100347,2022년 10월 19일 14시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,원동기,남,34세,상해없음,보행자,여,24세,경상,0.0068
2022101900100348,2022년 10월 19일 14시,수요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,자전거,여,18세,부상신고,0.0033
2022101900100378,2022년 10월 19일 15시,수요일,세종특별자치시 아름동,부상신고사고,0,0,0,3,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,여,40세,부상신고,0.009899999999999999
2022101900100470,2022년 10월 19일 17시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승용,여,66세,경상,0.0068
2022101900100471,2022년 10월 19일 17시,수요일,세종특별자치시 어진동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,건조,맑음,교차로 - 교차로안,승용,여,27세,상해없음,보행자,여,74세,중상,0.1168
2022101900100539,2022년 10월 19일 18시,수요일,세종특별자치시 집현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,자전거,남,13세,경상,0.0068
2022102000100176,2022년 10월 20일 09시,목요일,세종특별자치시 부강면,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,남,72세,경상,0.0068
2022102000100177,2022년 10월 20일 09시,목요일,세종특별자치시 새롬동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,경상,승용,남,47세,경상,0.0136
2022102100100325,2022년 10월 21일 14시,금요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,자전거,남,57세,경상,0.0068
2022102100100347,2022년 10월 21일 15시,금요일,세종특별자치시 소담동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,55세,상해없음,승합,남,51세,경상,0.0068
2022102100100449,2022년 10월 21일 17시,금요일,세종특별자치시 전동면,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,승용,여,33세,상해없음,0.0068
2022102100100608,2022년 10월 21일 20시,금요일,세종특별자치시 도담동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,이륜,남,39세,경상,0.0068
2022102100100632,2022년 10월 21일 21시,금요일,세종특별자치시 대평동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,승용,남,37세,경상,0.0068
2022102200100351,2022년 10월 22일 14시,토요일,세종특별자치시 새롬동,부상신고사고,0,0,0,9,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승합,여,52세,부상신고,승용,여,37세,부상신고,0.0297
2022102300100142,2022년 10월 23일 11시,일요일,세종특별자치시 어진동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,42세,상해없음,자전거,여,25세,경상,0.0068
2022102400100628,2022년 10월 24일 21시,월요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,42세,경상,승용,남,39세,상해없음,0.0068
2022102500100586,2022년 10월 25일 19시,화요일,세종특별자치시 집현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,기타,교차로 - 교차로안,승용,남,45세,상해없음,승용,남,39세,경상,0.0068
2022102500100669,2022년 10월 25일 23시,화요일,세종특별자치시 반곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,승용,여,54세,중상,0.1168
2022102600100012,2022년 10월 26일 00시,수요일,세종특별자치시 대평동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,33세,부상신고,,,,,0.0033
2022102600100178,2022년 10월 26일 09시,수요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,74세,상해없음,승용,여,48세,경상,0.0068
2022102700100183,2022년 10월 27일 09시,목요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,건조,맑음,단일로 - 기타,이륜,남,58세,상해없음,승용,여,39세,부상신고,0.0033
2022102700100488,2022년 10월 27일 17시,목요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,63세,경상,0.0068
2022102800100024,2022년 10월 28일 02시,금요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승합,남,36세,경상,0.0068
2022102800100059,2022년 10월 28일 06시,금요일,세종특별자치시 장군면,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,남,59세,경상,0.0068
2022102800100211,2022년 10월 28일 10시,금요일,세종특별자치시 고운동,부상신고사고,0,0,0,5,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,61세,부상신고,승용,남,35세,부상신고,0.0165
2022102800100212,2022년 10월 28일 10시,금요일,세종특별자치시 도담동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,50세,경상,승용,여,34세,경상,0.0136
2022102800100328,2022년 10월 28일 13시,금요일,세종특별자치시 반곡동,부상신고사고,0,0,0,1,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,여,41세,부상신고,0.0033
2022102800100606,2022년 10월 28일 18시,금요일,세종특별자치시 나성동,중상사고,0,1,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,69세,부상신고,이륜,남,49세,중상,0.1201
2022102800100734,2022년 10월 28일 21시,금요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,승용,여,52세,경상,0.0068
2022102900100099,2022년 10월 29일 08시,토요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,25세,상해없음,승용,남,32세,경상,0.0136
2022102900100250,2022년 10월 29일 12시,토요일,세종특별자치시 전동면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,중상,화물,남,62세,상해없음,0.1168
2022102900100484,2022년 10월 29일 18시,토요일,세종특별자치시 세종동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,33세,부상신고,0.0033
2022102900100485,2022년 10월 29일 18시,토요일,세종특별자치시 다정동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,30세,상해없음,자전거,남,9세,중상,0.1168
2022103000100241,2022년 10월 30일 13시,일요일,세종특별자치시 고운동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,49세,상해없음,승용,남,66세,상해없음,0.1168
2022103000100295,2022년 10월 30일 15시,일요일,세종특별자치시 다정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,27세,상해없음,이륜,남,48세,중상,0.1168
2022103100100065,2022년 10월 31일 07시,월요일,세종특별자치시 전의면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,72세,경상,승합,남,68세,상해없음,0.0068
2022103100100179,2022년 10월 31일 10시,월요일,세종특별자치시 부강면,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,승용,남,70세,부상신고,0.0033
2022103100100366,2022년 10월 31일 15시,월요일,세종특별자치시 반곡동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,67세,중상,승용,여,39세,경상,0.1236
2022103100100437,2022년 10월 31일 17시,월요일,세종특별자치시 새롬동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,75세,상해없음,자전거,남,68세,부상신고,0.0033
2022103100100438,2022년 10월 31일 17시,월요일,세종특별자치시 아름동,부상신고사고,0,0,0,3,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,개인형이동수단(PM),여,17세,상해없음,보행자,여,16세,부상신고,0.009899999999999999
2022103100100509,2022년 10월 31일 18시,월요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,승용,여,53세,부상신고,0.0033
2022103100100608,2022년 10월 31일 22시,월요일,세종특별자치시 나성동,부상신고사고,0,0,0,2,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,37세,부상신고,이륜,남,17세,부상신고,0.0066
2022110100100549,2022년 11월 1일 19시,화요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,자전거,남,29세,부상신고,0.0033
2022110100100550,2022년 11월 1일 19시,화요일,세종특별자치시 종촌동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,17세,상해없음,승용,여,39세,경상,0.0068
2022110300100009,2022년 11월 3일 00시,목요일,세종특별자치시 연기면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,이륜,남,45세,중상,0.1168
2022110300100470,2022년 11월 3일 18시,목요일,세종특별자치시 아름동,부상신고사고,0,0,0,3,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,이륜,남,16세,부상신고,이륜,남,16세,부상신고,0.009899999999999999
2022110300100506,2022년 11월 3일 19시,목요일,세종특별자치시 도담동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,63세,기타불명,자전거,남,11세,부상신고,0.0033
2022110300100546,2022년 11월 3일 21시,목요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,35세,상해없음,승용,남,41세,경상,0.0068
2022110400100265,2022년 11월 4일 11시,금요일,세종특별자치시 고운동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,67세,상해없음,승용,여,36세,경상,0.0068
2022110400100338,2022년 11월 4일 13시,금요일,세종특별자치시 나성동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,이륜,남,61세,중상,0.1168
2022110400100535,2022년 11월 4일 17시,금요일,세종특별자치시 아름동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,48세,상해없음,자전거,여,44세,부상신고,0.0033
2022110400100615,2022년 11월 4일 18시,금요일,세종특별자치시 보람동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,여,38세,경상,0.0136
2022110500100209,2022년 11월 5일 11시,토요일,세종특별자치시 어진동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,38세,경상,0.0136
2022110500100297,2022년 11월 5일 13시,토요일,세종특별자치시 전의면,경상사고,0,0,2,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,67세,상해없음,승용,여,29세,경상,0.0202
2022110500100347,2022년 11월 5일 14시,토요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,남,80세,상해없음,보행자,남,64세,경상,0.0068
2022110600100143,2022년 11월 6일 10시,일요일,세종특별자치시 나성동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,62세,상해없음,자전거,여,43세,부상신고,0.0033
2022110800100273,2022년 11월 8일 12시,화요일,세종특별자치시 나성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,승용,여,33세,경상,0.0068
2022110800100541,2022년 11월 8일 18시,화요일,세종특별자치시 전의면,경상사고,0,0,3,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,40세,경상,화물,남,61세,경상,0.020399999999999998
2022110900100148,2022년 11월 9일 09시,수요일,세종특별자치시 새롬동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,여,45세,부상신고,0.0033
2022110900100149,2022년 11월 9일 09시,수요일,세종특별자치시 고운동,부상신고사고,0,0,0,3,차대차 - 기타,안전운전불이행,기타,안개,교차로 - 교차로안,승용,여,46세,상해없음,승용,여,68세,부상신고,0.009899999999999999
2022110900100428,2022년 11월 9일 17시,수요일,세종특별자치시 고운동,부상신고사고,0,0,0,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,승합,남,49세,부상신고,0.0033
2022110900100518,2022년 11월 9일 18시,수요일,세종특별자치시 조치원읍,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,여,78세,중상,0.1168
2022110900100553,2022년 11월 9일 19시,수요일,세종특별자치시 새롬동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,자전거,여,14세,경상,0.0068
2022110900100554,2022년 11월 9일 19시,수요일,세종특별자치시 금남면,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세,기타불명,승용,여,39세,부상신고,0.0033
2022110900100627,2022년 11월 9일 22시,수요일,세종특별자치시 대평동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,46세,상해없음,승용,남,31세,부상신고,0.0033
2022111000100517,2022년 11월 10일 18시,목요일,세종특별자치시 소담동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,자전거,여,27세,부상신고,0.0033
2022111000100518,2022년 11월 10일 18시,목요일,세종특별자치시 아름동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,개인형이동수단(PM),남,14세,상해없음,보행자,여,5세,경상,0.0068
2022111000100622,2022년 11월 10일 22시,목요일,세종특별자치시 아름동,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,부상신고,승용,남,44세,상해없음,0.0033
2022111100100527,2022년 11월 11일 18시,금요일,세종특별자치시 조치원읍,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,승용,남,43세,경상,0.0136
2022111100100528,2022년 11월 11일 18시,금요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,기타,단일로 - 기타,승용,남,62세,상해없음,보행자,남,60세,부상신고,0.0033
2022111200100119,2022년 11월 12일 09시,토요일,세종특별자치시 종촌동,경상사고,0,0,2,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,22세,경상,승용,여,32세,경상,0.0136
2022111200100155,2022년 11월 12일 10시,토요일,세종특별자치시 다정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,자전거,여,32세,부상신고,승용,남,74세,상해없음,0.0033
2022111200100505,2022년 11월 12일 18시,토요일,세종특별자치시 장군면,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,이륜,남,34세,부상신고,0.0033
2022111300100456,2022년 11월 13일 23시,일요일,세종특별자치시 조치원읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,68세,상해없음,화물,남,50세,경상,0.0068
2022111400100203,2022년 11월 14일 11시,월요일,세종특별자치시 가람동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,특수,남,67세,상해없음,승용,여,38세,경상,0.0068
2022111400100233,2022년 11월 14일 12시,월요일,세종특별자치시 소담동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 터널,승용,여,63세,부상신고,화물,남,29세,경상,0.0101
